scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
SPHINCS+-SHA2-128s-simple,1,16,1.0521441399832834,98.5762714299999,0.010560683254509986
SPHINCS+-SHA2-128s-simple,1,17,1.128869252002914,99.46948952900856,0.011221547405761402
SPHINCS+-SHA2-128s-simple,1,18,0.9355405209935264,102.01286582100147,0.009087469677633058
SPHINCS+-SHA2-128s-simple,1,19,0.9209543039614793,98.94700746198941,0.009221719234841445
SPHINCS+-SHA2-128s-simple,1,20,1.2675622489914524,102.61942921299487,0.012201356793119482
SPHINCS+-SHA2-128s-simple,1,21,1.102591725997626,98.25075794900476,0.011097680446651728
SPHINCS+-SHA2-128s-simple,1,22,1.040799997012072,98.33469247900213,0.010473407186015053
SPHINCS+-SHA2-128s-simple,1,23,1.1975606860069086,99.95859936399938,0.01183873216831182
SPHINCS+-SHA2-128s-simple,1,24,1.1921712479961564,97.50020934899658,0.012079668570001879
SPHINCS+-SHA2-128s-simple,1,25,1.210127769998507,100.25848855199729,0.011926128628366664
SPHINCS+-SHA2-128s-simple,1,26,1.0321464839944374,96.79942264199053,0.01055023949033533
SPHINCS+-SHA2-128s-simple,1,27,1.114680870981828,98.99100999900111,0.011135039989180768
SPHINCS+-SHA2-128s-simple,1,28,1.2794693839896345,98.19682619800005,0.012862052979597322
SPHINCS+-SHA2-128s-simple,1,29,0.9773073600081256,98.02777613600483,0.009871284640121361
SPHINCS+-SHA2-128s-simple,1,30,1.1022599960051587,99.90792953700293,0.010912364397108298
SPHINCS+-SHA2-128s-simple,2,1,0.9898301389985129,100.63742194599763,0.009739810126624959
SPHINCS+-SHA2-128s-simple,2,2,1.0829305860243033,100.92369714401138,0.0106162767079245
SPHINCS+-SHA2-128s-simple,2,3,1.0326218850022986,99.03776370200649,0.010318955792415317
SPHINCS+-SHA2-128s-simple,2,4,1.1301560659849197,102.29325146300107,0.010927468867897977
SPHINCS+-SHA2-128s-simple,2,5,1.064845897992199,98.4172851520052,0.010703891108414559
SPHINCS+-SHA2-128s-simple,2,6,1.060774485995352,100.16753331600194,0.010479030115471539
SPHINCS+-SHA2-128s-simple,2,7,1.0362419079829117,101.80519497600471,0.010076112697179304
SPHINCS+-SHA2-128s-simple,2,8,1.0776901480130612,98.56173545699858,0.010815900849180084
SPHINCS+-SHA2-128s-simple,2,9,1.1171178869772114,102.25589691700588,0.01080666834662316
SPHINCS+-SHA2-128s-simple,2,10,1.2138804889909802,98.39262712799973,0.012186758857750762
